ensg	symbol	biotype	chrom	start	end	strand	host_symbol	host_ensg	host_type
ENSG00000276926	MIR6797	miRNA	19	41869627	41869698	1	RPS19	ENSG00000105372	intragenic
ENSG00000274713	MIR7974	miRNA	19	11495544	11495622	-1		ENSG00000267477	intragenic
ENSG00000274713	MIR7974	miRNA	19	11495544	11495622	-1	ZNF653	ENSG00000161914	intragenic
ENSG00000265134	MIR3190	miRNA	19	47226942	47227021	1	BBC3	ENSG00000105327	antisense
ENSG00000284411	MIR3191	miRNA	19	47226944	47227019	-1	BBC3	ENSG00000105327	intragenic
ENSG00000207631	MIR641	miRNA	19	40282543	40282641	-1	AKT2	ENSG00000105221	intragenic
ENSG00000207630	MIR7-3	miRNA	19	4770670	4770779	1		ENSG00000268536	antisense
ENSG00000207630	MIR7-3	miRNA	19	4770670	4770779	1	MIR7-3HG	ENSG00000176840	intragenic
ENSG00000274380	MIR6801	miRNA	19	52222020	52222098	1	PPP2R1A	ENSG00000105568	intragenic
ENSG00000208002	MIR643	miRNA	19	52281797	52281893	1	ZNF766	ENSG00000196214	intragenic
ENSG00000277588	MIR6806	miRNA	19	58334688	58334751	1	ZSCAN22	ENSG00000182318	intragenic
ENSG00000266640	MIR4754	miRNA	19	58386770	58386858	-1	RPS5	ENSG00000083845	antisense
ENSG00000283673	MIR4531	miRNA	19	44653686	44653732	-1	CEACAM16-AS1	ENSG00000266903	intragenic
ENSG00000283673	MIR4531	miRNA	19	44653686	44653732	-1	PVR	ENSG00000073008	antisense
ENSG00000284258	MIR8085	miRNA	19	44758657	44758721	1	BCL3	ENSG00000069399	intragenic
ENSG00000267959	MIR3188	miRNA	19	18282077	18282161	1		ENSG00000297373	intragenic
ENSG00000264175	MIR3189	miRNA	19	18386562	18386634	1	GDF15	ENSG00000130513	intragenic
ENSG00000275726	MIR6088	miRNA	19	45436654	45436704	1	ERCC1	ENSG00000012061	antisense
ENSG00000207821	MIR640	miRNA	19	19435063	19435158	1	GATAD2A	ENSG00000167491	intragenic
ENSG00000238517	MIR1270	miRNA	19	20399272	20399354	-1	ZNF826P	ENSG00000231205	intragenic
ENSG00000238517	MIR1270	miRNA	19	20399272	20399354	-1		ENSG00000291130	intragenic
ENSG00000278617	MIR8074	miRNA	19	51206929	51207009	-1		ENSG00000268595	intragenic
ENSG00000284268	MIR1181	miRNA	19	10403458	10403538	-1	CDC37	ENSG00000105401	intragenic
ENSG00000269782	MIR1470	miRNA	19	15449548	15449608	1	WIZ	ENSG00000011451	antisense
ENSG00000275863	MIR7975	miRNA	19	55123225	55123292	-1			intergenic
ENSG00000275519	MIR6804	miRNA	19	55230885	55230952	-1	PPP6R1	ENSG00000105063	intragenic
ENSG00000278328	MIR6802	miRNA	19	55239912	55239976	-1	PPP6R1	ENSG00000105063	intragenic
ENSG00000278264	MIR6803	miRNA	19	55245186	55245250	-1	PPP6R1	ENSG00000105063	intragenic
ENSG00000283394	MIR7515	miRNA	2	6650373	6650439	1	LINC03156	ENSG00000236172	antisense
ENSG00000283394	MIR7515	miRNA	2	6650373	6650439	1		ENSG00000286851	intragenic
ENSG00000265056	MIR548S	miRNA	2	11767444	11767525	1	LPIN1	ENSG00000134324	intragenic
ENSG00000276733	MIR7158	miRNA	2	5974662	5974732	1	SILC1	ENSG00000232044	intragenic
ENSG00000265172	MIR4262	miRNA	2	11836933	11836986	-1	MIR3681HG	ENSG00000224184	antisense
ENSG00000264089	MIR3681	miRNA	2	12199130	12199201	1	MIR3681HG	ENSG00000224184	intragenic
ENSG00000266738	MIR4757	miRNA	2	19348429	19348505	1			intergenic
ENSG00000264370	MIR3125	miRNA	2	12737367	12737444	1		ENSG00000225649	antisense
ENSG00000264370	MIR3125	miRNA	2	12737367	12737444	1	TRIB2	ENSG00000071575	intragenic
ENSG00000265301	MIR548AD	miRNA	2	35471405	35471486	1			intergenic
ENSG00000266078	MIR4432	miRNA	2	60387362	60387445	-1	MIR4432HG	ENSG00000228590	intragenic
ENSG00000264975	MIR4431	miRNA	2	52702522	52702615	-1			intergenic
ENSG00000212036	MIR548BA	miRNA	2	49059603	49059658	1	MIR548BAHG	ENSG00000282890	intragenic
ENSG00000212036	MIR548BA	miRNA	2	49059603	49059658	1	FSHR	ENSG00000170820	antisense
ENSG00000265003	MIR4780	miRNA	2	88082519	88082599	-1	SMYD1	ENSG00000115593	antisense
ENSG00000264793	MIR4771-1	miRNA	2	87194786	87194859	1		ENSG00000204745	intragenic
ENSG00000264857	MIR5696	miRNA	2	101309450	101309534	1		ENSG00000303465	intragenic
ENSG00000264934	MIR4265	miRNA	2	109141490	109141588	-1	SH3RF3	ENSG00000172985	antisense
ENSG00000265965	MIR4266	miRNA	2	109313571	109313625	-1	SH3RF3	ENSG00000172985	antisense
ENSG00000266139	MIR4435-2	miRNA	2	111321013	111321086	-1	MIR4435-2HG	ENSG00000172965	intragenic
ENSG00000263813	MIR3679	miRNA	2	134127125	134127192	1	MGAT5	ENSG00000152127	intragenic
ENSG00000283506	MIR7157	miRNA	2	140586626	140586685	-1	LRP1B	ENSG00000168702	intragenic
ENSG00000266705	MIR4437	miRNA	2	181305593	181305652	-1	LINC01934	ENSG00000234663	antisense
ENSG00000266808	MIR548AE1	miRNA	2	184378975	184379044	1		ENSG00000286980	intragenic
ENSG00000265694	MIR4774	miRNA	2	168582943	168583018	1	CERS6	ENSG00000172292	intragenic
ENSG00000265734	MIR4438	miRNA	2	213758067	213758159	1	SPAG16	ENSG00000144451	intragenic
ENSG00000221240	MIR1258	miRNA	2	179860836	179860908	-1	ZNF385B	ENSG00000144331	intragenic
ENSG00000263363	MIR5702	miRNA	2	226658710	226658793	-1		ENSG00000304396	intragenic
ENSG00000283469	MIR3130-1	miRNA	2	206783234	206783308	-1	FASTKD2	ENSG00000118246	antisense
ENSG00000263468	MIR3130-2	miRNA	2	206783234	206783308	1	FASTKD2	ENSG00000118246	intragenic
ENSG00000263752	MIR3133	miRNA	2	241477905	241477982	1	FARP2	ENSG00000006607	intragenic
ENSG00000221502	MIR1245A	miRNA	2	188978092	188978161	1		ENSG00000304419	antisense
ENSG00000221502	MIR1245A	miRNA	2	188978092	188978161	1	COL3A1	ENSG00000168542	intragenic
ENSG00000283238	MIR1245B	miRNA	2	188978093	188978161	-1		ENSG00000304419	intragenic
ENSG00000283238	MIR1245B	miRNA	2	188978093	188978161	-1	COL3A1	ENSG00000168542	antisense
ENSG00000284180	MIR3606	miRNA	2	188995630	188995692	1	COL3A1	ENSG00000168542	intragenic
ENSG00000265420	MIR4779	miRNA	2	86193026	86193108	-1	IMMT	ENSG00000132305	intragenic
ENSG00000284378	MIR1244-1	miRNA	2	231713314	231713398	1		ENSG00000298362	antisense
ENSG00000284378	MIR1244-1	miRNA	2	231713314	231713398	1	PTMA	ENSG00000187514	intragenic
ENSG00000222246	MIR1471	miRNA	2	231892242	231892298	-1			intergenic
ENSG00000207626	MIR562	miRNA	2	232172653	232172747	1	DIS3L2	ENSG00000144535	intragenic
ENSG00000221288	MIR663B	miRNA	2	132256966	132257080	-1	ANKRD30BL	ENSG00000163046	intragenic
ENSG00000264297	MIR4433B	miRNA	2	64340747	64340848	-1		ENSG00000288932	antisense
ENSG00000264297	MIR4433B	miRNA	2	64340747	64340848	-1		ENSG00000293670	antisense
ENSG00000264297	MIR4433B	miRNA	2	64340747	64340848	-1		ENSG00000238201	intragenic
ENSG00000283222	MIR4433A	miRNA	2	64340759	64340839	1		ENSG00000288932	intragenic
ENSG00000283222	MIR4433A	miRNA	2	64340759	64340839	1		ENSG00000293670	intragenic
ENSG00000283222	MIR4433A	miRNA	2	64340759	64340839	1		ENSG00000238201	antisense
ENSG00000275458	MIR6809	miRNA	2	217900513	217900628	-1	TNS1	ENSG00000079308	intragenic
ENSG00000284149	MIR4784	miRNA	2	131491160	131491236	-1	MZT2A	ENSG00000173272	intragenic
ENSG00000263641	MIR4777	miRNA	2	231362708	231362793	1		ENSG00000294346	antisense
ENSG00000263641	MIR4777	miRNA	2	231362708	231362793	1	ARMC9	ENSG00000135931	intragenic
ENSG00000198973	MIR375	miRNA	2	219001645	219001708	-1			intergenic
ENSG00000264755	MIR3131	miRNA	2	219058688	219058750	-1	IHH	ENSG00000163501	intragenic
ENSG00000207647	MIR153-1	miRNA	2	219294111	219294200	-1	PTPRN	ENSG00000054356	intragenic
ENSG00000216191	MIR8485	miRNA	2	50696172	50696262	-1	NRXN1	ENSG00000179915	intragenic
ENSG00000265682	MIR4267	miRNA	2	110069961	110070042	-1			intergenic
ENSG00000264979	MIR4436B1	miRNA	2	110086433	110086523	-1	MALL	ENSG00000144063	intragenic
ENSG00000263881	MIR4436B2	miRNA	2	110284853	110284943	1	MALLP1	ENSG00000282785	intragenic
ENSG00000263881	MIR4436B2	miRNA	2	110284853	110284943	1		ENSG00000282304	intragenic
ENSG00000263881	MIR4436B2	miRNA	2	110284853	110284943	1	MALL	ENSG00000293619	intragenic
ENSG00000266109	MIR4440	miRNA	2	239068817	239068914	-1	HDAC4	ENSG00000068024	intragenic
ENSG00000264810	MIR4441	miRNA	2	239085827	239085926	-1	HDAC4	ENSG00000068024	intragenic
ENSG00000265215	MIR4269	miRNA	2	239305462	239305545	1	HDAC4	ENSG00000068024	antisense
ENSG00000264292	MIR2467	miRNA	2	239351724	239351804	-1	HDAC4	ENSG00000068024	intragenic
ENSG00000264764	MIR4772	miRNA	2	102432289	102432366	1	IL18RAP	ENSG00000115607	intragenic
ENSG00000221445	MIR1301	miRNA	2	25328640	25328721	-1	DNMT3A	ENSG00000119772	intragenic
ENSG00000284252	MIR4444-1	miRNA	2	177212726	177212799	1		ENSG00000229337	antisense
ENSG00000284252	MIR4444-1	miRNA	2	177212726	177212799	1	HNRNPA3	ENSG00000170144	intragenic
ENSG00000265396	MIR3128	miRNA	2	177255945	177256010	-1	NFE2L2	ENSG00000116044	intragenic
ENSG00000278418	MIR6512	miRNA	2	177313806	177313882	-1		ENSG00000213963	intragenic
ENSG00000278418	MIR6512	miRNA	2	177313806	177313882	-1	NFE2L2	ENSG00000116044	intragenic
ENSG00000264279	MIR4786	miRNA	2	239943015	239943094	-1	NDUFA10	ENSG00000130414	intragenic
ENSG00000265418	MIR4261	miRNA	2	10192614	10192671	-1	RRM2	ENSG00000171848	antisense
ENSG00000265252	MIR3132	miRNA	2	219549073	219549147	-1	TMEM198	ENSG00000188760	antisense
ENSG00000283639	MIR9500	miRNA	2	218823090	218823154	1	CYP27A1	ENSG00000135929	intragenic
ENSG00000283639	MIR9500	miRNA	2	218823090	218823154	1	PRKAG3	ENSG00000115592	antisense
ENSG00000263828	MIR4439	miRNA	2	225010461	225010540	-1	DOCK10	ENSG00000135905	intragenic
ENSG00000266649	MIR3126	miRNA	2	69103682	69103755	1	ANTXR1	ENSG00000169604	intragenic
ENSG00000266436	MIR4264	miRNA	2	79649294	79649359	-1	CTNNA2	ENSG00000066032	antisense
ENSG00000276917	MIR8080	miRNA	2	79866495	79866583	-1	CTNNA2	ENSG00000066032	antisense
ENSG00000283569	MIR4773-2	miRNA	2	151368334	151368411	-1		ENSG00000295625	intragenic
ENSG00000283569	MIR4773-2	miRNA	2	151368334	151368411	-1	TNFAIP6	ENSG00000123610	antisense
ENSG00000264684	MIR4773-1	miRNA	2	151368334	151368411	1		ENSG00000295625	antisense
ENSG00000264684	MIR4773-1	miRNA	2	151368334	151368411	1	TNFAIP6	ENSG00000123610	intragenic
ENSG00000264157	MIR3127	miRNA	2	96798278	96798353	1	CNNM4	ENSG00000158158	intragenic
ENSG00000265510	MIR4436A	miRNA	2	88812370	88812454	1	MALLP2	ENSG00000283270	antisense
ENSG00000265510	MIR4436A	miRNA	2	88812370	88812454	1		ENSG00000290802	antisense
ENSG00000265510	MIR4436A	miRNA	2	88812370	88812454	1		ENSG00000240040	antisense
ENSG00000221238	MIR1285-2	miRNA	2	70252918	70253005	-1			intergenic
ENSG00000207744	MIR10B	miRNA	2	176150303	176150412	1	HOXD3	ENSG00000128652	intragenic
ENSG00000283880	MIR7704	miRNA	2	176188843	176188901	1	HAGLR	ENSG00000224189	antisense
ENSG00000283880	MIR7704	miRNA	2	176188843	176188901	1	HOXD1	ENSG00000128645	intragenic
ENSG00000207654	MIR128-1	miRNA	2	135665397	135665478	1		ENSG00000308733	antisense
ENSG00000207654	MIR128-1	miRNA	2	135665397	135665478	1	R3HDM1	ENSG00000048991	intragenic
ENSG00000284092	MIR5703	miRNA	2	227472132	227472187	1		ENSG00000306559	antisense
ENSG00000277842	MIR6811	miRNA	2	237510931	237510988	1	MLPH	ENSG00000115648	intragenic
ENSG00000264075	MIR4783	miRNA	2	127423537	127423618	-1	PROC	ENSG00000115718	antisense
ENSG00000207653	MIR558	miRNA	2	32532153	32532246	1	BIRC6	ENSG00000115760	intragenic
ENSG00000265057	MIR4765	miRNA	2	32635255	32635331	1	TTC27	ENSG00000018699	intragenic
ENSG00000263783	MIR5590	miRNA	2	134857820	134857873	1	CCNT2-AS1	ENSG00000224043	antisense
ENSG00000263783	MIR5590	miRNA	2	134857820	134857873	1	ACMSD	ENSG00000153086	intragenic
ENSG00000284173	MIR6513	miRNA	2	218280125	218280188	-1	TMBIM1	ENSG00000135926	intragenic
ENSG00000284173	MIR6513	miRNA	2	218280125	218280188	-1	PNKD	ENSG00000127838	antisense
ENSG00000278524	MIR6810	miRNA	2	218341911	218341980	1	CATIP-AS2	ENSG00000237281	antisense
ENSG00000278524	MIR6810	miRNA	2	218341911	218341980	1	PNKD	ENSG00000127838	intragenic
ENSG00000199121	MIR26B	miRNA	2	218402646	218402722	1	CTDSP1	ENSG00000144579	intragenic
ENSG00000265452	MIR3682	miRNA	2	53849122	53849205	-1	ASB3	ENSG00000115239	intragenic
ENSG00000283204	MIR4434	miRNA	2	64525513	64525565	1	AFTPH	ENSG00000119844	intragenic
ENSG00000283203	MIR1246	miRNA	2	176600980	176601052	-1	LINC01117	ENSG00000224577	antisense
ENSG00000283203	MIR1246	miRNA	2	176600980	176601052	-1		ENSG00000306034	antisense
ENSG00000264010	MIR4429	miRNA	2	11540605	11540677	-1	GREB1	ENSG00000196208	antisense
ENSG00000266097	MIR5192	miRNA	2	62205826	62205917	1	B3GNT2	ENSG00000170340	intragenic
ENSG00000278783	MIR6071	miRNA	2	85783600	85783677	-1	ATOH8	ENSG00000168874	antisense
ENSG00000265321	MIR4263	miRNA	2	27996367	27996449	1	BABAM2	ENSG00000158019	intragenic
ENSG00000207923	MIR559	miRNA	2	47377675	47377770	1	EPCAM	ENSG00000119888	intragenic
ENSG00000207611	MIR149	miRNA	2	240456001	240456089	1	GPC1-AS1	ENSG00000218416	antisense
ENSG00000207611	MIR149	miRNA	2	240456001	240456089	1	GPC1	ENSG00000063660	intragenic
ENSG00000207951	MIR561	miRNA	2	188297492	188297588	1	LINC01090	ENSG00000231689	antisense
ENSG00000207951	MIR561	miRNA	2	188297492	188297588	1	GULP1	ENSG00000144366	intragenic
ENSG00000253008	MIR2355	miRNA	2	207109987	207110073	-1	KLF7	ENSG00000118263	intragenic
ENSG00000277590	MIR7845	miRNA	2	207166400	207166498	1	MYOSLID	ENSG00000229647	intragenic
ENSG00000277590	MIR7845	miRNA	2	207166400	207166498	1	KLF7	ENSG00000118263	antisense
ENSG00000221628	MIR1302-4	miRNA	2	207269275	207269424	-1	LINC01802	ENSG00000225064	antisense
ENSG00000221628	MIR1302-4	miRNA	2	207269275	207269424	-1	MYOSLID-AS1	ENSG00000223725	intragenic
ENSG00000221782	MIR548F2	miRNA	2	212426263	212426360	-1	ERBB4	ENSG00000178568	intragenic
ENSG00000266063	MIR4771-2	miRNA	2	111771061	111771134	-1	ANAPC1	ENSG00000153107	intragenic
ENSG00000264725	MIR3129	miRNA	2	189133036	189133111	-1	COL5A2	ENSG00000204262	intragenic
ENSG00000265507	MIR4435-1	miRNA	2	87629755	87629834	1	CYTOR	ENSG00000222041	intragenic
ENSG00000265507	MIR4435-1	miRNA	2	87629755	87629834	1	NCAL1	ENSG00000284879	intragenic
ENSG00000283734	MIR4785	miRNA	2	160407810	160407882	-1	RBMS1	ENSG00000153250	intragenic
ENSG00000284407	MIR5001	miRNA	2	232550474	232550573	-1			intergenic
ENSG00000207548	MIR217	miRNA	2	55982967	55983076	-1		ENSG00000272180	antisense
ENSG00000207548	MIR217	miRNA	2	55982967	55983076	-1	MIR217HG	ENSG00000226702	intragenic
ENSG00000207798	MIR216A	miRNA	2	55988950	55989059	-1		ENSG00000272180	antisense
ENSG00000207798	MIR216A	miRNA	2	55988950	55989059	-1	MIR217HG	ENSG00000226702	intragenic
ENSG00000211520	MIR216B	miRNA	2	56000714	56000795	-1		ENSG00000272180	antisense
ENSG00000211520	MIR216B	miRNA	2	56000714	56000795	-1	MIR217HG	ENSG00000226702	intragenic
ENSG00000263909	MIR5000	miRNA	2	75090812	75090914	1	TACR1	ENSG00000115353	antisense
ENSG00000263909	MIR5000	miRNA	2	75090812	75090914	1	POLE4	ENSG00000115350	intragenic
ENSG00000284079	MIR4775	miRNA	2	207754807	207754881	1	CCNYL1	ENSG00000163249	intragenic
ENSG00000283591	MIR4430	miRNA	2	33418516	33418564	1			intergenic
ENSG00000264525	MIR4778	miRNA	2	66358249	66358328	-1		ENSG00000225815	antisense
ENSG00000221055	MIR1302-3	miRNA	2	113582959	113583096	-1		ENSG00000291134	antisense
ENSG00000221055	MIR1302-3	miRNA	2	113582959	113583096	-1		ENSG00000287165	intragenic
ENSG00000221055	MIR1302-3	miRNA	2	113582959	113583096	-1	RPL23AP7	ENSG00000293106	intragenic
ENSG00000265429	MIR4782	miRNA	2	113721290	113721368	-1	SLC35F5	ENSG00000115084	intragenic
ENSG00000266518	MIR4268	miRNA	2	219906502	219906565	-1		ENSG00000304439	antisense
ENSG00000266518	MIR4268	miRNA	2	219906502	219906565	-1		ENSG00000286199	intragenic
ENSG00000215973	MIR933	miRNA	2	175167633	175167709	-1		ENSG00000229750	antisense
ENSG00000215973	MIR933	miRNA	2	175167633	175167709	-1	ATF2	ENSG00000115966	intragenic
ENSG00000283637	MIR4776-2	miRNA	2	212926257	212926336	-1		ENSG00000273118	intragenic
ENSG00000266354	MIR4776-1	miRNA	2	212926257	212926336	1		ENSG00000273118	antisense
ENSG00000275141	MIR6888	miRNA	2	159186835	159186901	1	TANC1	ENSG00000115183	intragenic
ENSG00000264616	MIR4755	miRNA	20	34049119	34049190	1	RALY	ENSG00000125970	intragenic
ENSG00000266761	MIR3194	miRNA	20	51452905	51452977	-1	NFATC2	ENSG00000101096	intragenic
ENSG00000199017	MIR1-1	miRNA	20	62554306	62554376	1	MIR1-1HG	ENSG00000174407	intragenic
ENSG00000284508	MIR133A2	miRNA	20	62564912	62565013	1	MIR1-1HG	ENSG00000174407	intragenic
ENSG00000263453		miRNA	20	57895394	57895444	1			intergenic
ENSG00000284074	MIR4758	miRNA	20	62332487	62332557	-1	LAMA5	ENSG00000130702	intragenic
ENSG00000284040	MIR296	miRNA	20	58817615	58817694	-1		ENSG00000268649	intragenic
ENSG00000216031	MIR298	miRNA	20	58818226	58818313	-1			intergenic
ENSG00000221763	MIR1289-1	miRNA	20	35453954	35454097	-1	GDF5	ENSG00000125965	intragenic
ENSG00000207598	MIR124-3	miRNA	20	63178500	63178586	1		ENSG00000231977	antisense
ENSG00000266463	MIR3196	miRNA	20	63238779	63238842	1	BIRC7	ENSG00000101197	intragenic
ENSG00000266104	MIR4326	miRNA	20	63286808	63286866	1	ARFGAP1	ENSG00000101199	intragenic
ENSG00000284125	MIR1825	miRNA	20	32237795	32237847	1	POFUT1	ENSG00000101346	intragenic
ENSG00000264395	MIR3193	miRNA	20	31607186	31607240	1			intergenic
ENSG00000284436	MIR6869	miRNA	20	1392900	1392961	-1		ENSG00000274322	intragenic
ENSG00000284436	MIR6869	miRNA	20	1392900	1392961	-1	FKBP1A	ENSG00000088832	intragenic
ENSG00000276169	MIR6871	miRNA	20	41169023	41169078	1	PLCG1	ENSG00000124181	intragenic
ENSG00000199024	MIR103A2	miRNA	20	3917494	3917571	1	PANK2	ENSG00000125779	intragenic
ENSG00000283320	MIR103B2	miRNA	20	3917502	3917563	-1	PANK2	ENSG00000125779	antisense
ENSG00000266071	MIR3617	miRNA	20	45705102	45705180	-1	WFDC13	ENSG00000168634	antisense
ENSG00000208018	MIR645	miRNA	20	50585786	50585879	1	RIPOR3	ENSG00000042062	antisense
ENSG00000221091	MIR1302-5	miRNA	20	50614636	50614785	-1	RIPOR3	ENSG00000042062	intragenic
ENSG00000275453	MIR548O2	miRNA	20	38516563	38516632	1	RALGAPB	ENSG00000170471	intragenic
ENSG00000284193	MIR1257	miRNA	20	61953546	61953662	-1	TAF4	ENSG00000130699	intragenic
ENSG00000265306	MIR3195	miRNA	20	62064802	62064885	1	TAF4	ENSG00000130699	antisense
ENSG00000265306	MIR3195	miRNA	20	62064802	62064885	1		ENSG00000283078	intragenic
ENSG00000265595	MIR4756	miRNA	20	54068408	54068485	-1		ENSG00000286587	antisense
ENSG00000265595	MIR4756	miRNA	20	54068408	54068485	-1	BCAS1	ENSG00000064787	intragenic
ENSG00000207635	MIR499A	miRNA	20	34990376	34990497	1	MYH7B	ENSG00000078814	intragenic
ENSG00000283441	MIR499B	miRNA	20	34990400	34990472	-1	MYH7B	ENSG00000078814	antisense
ENSG00000273555	MIR6812	miRNA	20	45425510	45425573	1	PIGT	ENSG00000124155	intragenic
ENSG00000207997	MIR644A	miRNA	20	34466325	34466418	1		ENSG00000289720	intragenic
ENSG00000207997	MIR644A	miRNA	20	34466325	34466418	1	ITCH	ENSG00000078747	intragenic
ENSG00000265137	MIR3192	miRNA	20	18470615	18470691	1	POLR3F	ENSG00000132664	intragenic
ENSG00000266666	MIR4325	miRNA	20	57321502	57321591	-1		ENSG00000303497	intragenic
ENSG00000266151	MIR3646	miRNA	20	44408120	44408203	1	HNF4A	ENSG00000101076	intragenic
ENSG00000274034	MIR6813	miRNA	20	64076955	64077010	-1	RGS19	ENSG00000171700	intragenic
ENSG00000283206	MIR941-1	miRNA	20	63919449	63919520	1		ENSG00000290226	intragenic
ENSG00000283206	MIR941-1	miRNA	20	63919449	63919520	1	DNAJC5	ENSG00000101152	intragenic
ENSG00000216141	MIR941-2	miRNA	20	63919505	63919576	1		ENSG00000290226	intragenic
ENSG00000216141	MIR941-2	miRNA	20	63919505	63919576	1	DNAJC5	ENSG00000101152	intragenic
ENSG00000283513	MIR941-3	miRNA	20	63919561	63919632	1		ENSG00000290226	intragenic
ENSG00000283513	MIR941-3	miRNA	20	63919561	63919632	1	DNAJC5	ENSG00000101152	intragenic
ENSG00000216195	MIR941-4	miRNA	20	63919756	63919827	1		ENSG00000290226	intragenic
ENSG00000216195	MIR941-4	miRNA	20	63919756	63919827	1	DNAJC5	ENSG00000101152	intragenic
ENSG00000275842	MIR941-5	miRNA	20	63919868	63919939	1		ENSG00000290226	intragenic
ENSG00000275842	MIR941-5	miRNA	20	63919868	63919939	1	DNAJC5	ENSG00000101152	intragenic
ENSG00000284433	MIR1914	miRNA	20	63941465	63941544	-1	UCKL1	ENSG00000198276	intragenic
ENSG00000207554	MIR647	miRNA	20	63942631	63942726	-1	UCKL1	ENSG00000198276	intragenic
ENSG00000207802	MIR646	miRNA	20	60308474	60308567	1	MIR646HG	ENSG00000228340	intragenic
ENSG00000266140	MIR4533	miRNA	20	60478111	60478181	1		ENSG00000305725	intragenic
ENSG00000266140	MIR4533	miRNA	20	60478111	60478181	1	MIR646HG	ENSG00000228340	intragenic
ENSG00000265617	MIR548AG2	miRNA	20	60564562	60564625	1	MIR646HG	ENSG00000228340	intragenic
ENSG00000278159	MIR8062	miRNA	20	7371608	7371692	1			intergenic
ENSG00000273745	MIR6870	miRNA	20	10649636	10649695	-1	JAG1	ENSG00000101384	intragenic
ENSG00000284419	MIR663A	miRNA	20	26208186	26208278	-1	MIR663AHG	ENSG00000227195	intragenic
ENSG00000264901	MIR3616	miRNA	20	47166967	47167058	1	EYA2	ENSG00000064655	intragenic
ENSG00000284481	MIR1292	miRNA	20	2652777	2652842	1	NOP56	ENSG00000101361	intragenic
ENSG00000274060	MIR6724-2	miRNA	21	8249505	8249596	1			intergenic
ENSG00000277379	MIR6724-3	miRNA	21	8388362	8388453	1		ENSG00000280441	intragenic
ENSG00000275692	MIR6724-4	miRNA	21	8432530	8432621	1		ENSG00000280441	intragenic
ENSG00000275950	MIR6724-1	miRNA	21	8205315	8205406	1		ENSG00000278996	intragenic
ENSG00000275708	MIR3648-1	miRNA	21	8208473	8208652	1		ENSG00000278996	intragenic
ENSG00000277437		miRNA	21	8208844	8208904	1		ENSG00000278996	intragenic
ENSG00000266299	MIR3118-1	miRNA	21	13644775	13644850	-1	POTED	ENSG00000166351	antisense
ENSG00000266211	MIR3156-3	miRNA	21	13406384	13406460	-1	ANKRD30BP1	ENSG00000175302	intragenic
ENSG00000275469	MIR6130	miRNA	21	23079284	23079392	1		ENSG00000230972	intragenic
ENSG00000266133	MIR4759	miRNA	21	26953961	26954043	1	ADAMTS5	ENSG00000154736	antisense
ENSG00000265841	MIR548X	miRNA	21	18686090	18686164	-1	MIR548XHG	ENSG00000224141	intragenic
ENSG00000211590	MIR802	miRNA	21	35720715	35720808	1		ENSG00000230794	antisense
ENSG00000211590	MIR802	miRNA	21	35720715	35720808	1	RUNX1	ENSG00000159216	antisense
ENSG00000264580	MIR5692B	miRNA	21	42950928	42951014	-1			intergenic
ENSG00000275167	MIR6815	miRNA	21	45478266	45478326	1	COL18A1	ENSG00000182871	intragenic
ENSG00000275523	MIR6508	miRNA	21	39447010	39447069	1	GET1-SH3BGR	ENSG00000285815	intragenic
ENSG00000275523	MIR6508	miRNA	21	39447010	39447069	1	SH3BGR	ENSG00000185437	intragenic
ENSG00000263973	MIR4760	miRNA	21	40212352	40212431	-1	DSCAM	ENSG00000171587	intragenic
ENSG00000263681	MIR3197	miRNA	21	41167557	41167629	1	LINC00323	ENSG00000226496	antisense
ENSG00000275166	MIR6814	miRNA	21	41746772	41746841	-1	RIPK4	ENSG00000183421	intragenic
ENSG00000278433	MIR6070	miRNA	21	43609887	43609989	-1	HSF2BP	ENSG00000160207	intragenic
ENSG00000284448	MIR6501	miRNA	21	33550662	33550728	1	SON	ENSG00000159140	intragenic
ENSG00000265007	MIR4327	miRNA	21	30375294	30375378	-1			intergenic
ENSG00000207638	MIR99A	miRNA	21	16539089	16539169	1	MIR99AHG	ENSG00000215386	intragenic
ENSG00000199030	MIRLET7C	miRNA	21	16539828	16539911	1	MIR99AHG	ENSG00000215386	intragenic
ENSG00000207863	MIR125B2	miRNA	21	16590237	16590325	1	MIR99AHG	ENSG00000215386	intragenic
ENSG00000207863	MIR125B2	miRNA	21	16590237	16590325	1		ENSG00000295714	antisense
ENSG00000278618	MIR8069	miRNA	21	13724189	13724274	1		ENSG00000299540	intragenic
ENSG00000284550	hsa-mir-8069-1	miRNA	21	6859171	6859256	1		ENSG00000305963	intragenic
ENSG00000264462	MIR3648-2	miRNA	21	8986999	8987178	1			intergenic
ENSG00000264063		miRNA	21	8987370	8987430	1			intergenic
ENSG00000283904	MIR155	miRNA	21	25573980	25574044	1	MIR155HG	ENSG00000234883	intragenic
ENSG00000283904	MIR155	miRNA	21	25573980	25574044	1	MRPL39	ENSG00000154719	antisense
ENSG00000276162	MIR5739	miRNA	22	28459869	28459948	1	TTC28	ENSG00000100154	antisense
ENSG00000276753	MIR6821	miRNA	22	49962866	49962939	1	PIM3	ENSG00000198355	intragenic
ENSG00000266887	MIR4535	miRNA	22	48780295	48780353	1	TAFA5	ENSG00000219438	intragenic
ENSG00000266508	MIR3201	miRNA	22	48274364	48274415	1			intergenic
